"V" "Group"
1.09987981913136 1
0.960475234659941 1
0.837545798312746 1
0.874610330378411 1
1.01757366389549 1
1.03551403830368 1
0.974974742610796 1
1.01827911761951 1
1.10265923890768 1
0.941165588085578 1
1.15269611930951 1
1.02446328263569 1
1.03420276473233 1
1.03791882585383 1
1.14115718799256 1
0.9314436346807 1
1.21215721663747 1
1.00133779154232 1
1.03752467561924 1
1.01757648816083 1
1.02191983059958 1
0.980999865415714 1
0.933137003608284 1
0.892613647120457 1
0.834535829180066 1
0.960313018266669 1
1.08034643882481 1
0.920678812649829 1
0.996649245680236 1
0.805976273697852 1
0.983619428333463 1
1.24721023133741 1
0.742742905495784 1
1.06839144268285 1
0.845717572341498 1
0.989680490374573 1
0.893217627667387 1
0.9055357404765 1
1.02855810779177 1
1.00347288180409 1
1.25538089078324 1
1.01142215325945 1
1.01348268754031 1
0.987500872624922 1
0.803836770068142 1
0.988935842890206 1
1.08234562602878 1
0.889561212052506 1
1.21754765166482 1
1.19618622036123 1
0.864802527241473 1
0.943737121274514 1
1.0604754298023 1
1.0579557180157 1
1.01863310989898 1
1.05443829337752 1
1.17663337036865 1
1.00236372383385 1
1.00347087712092 1
0.952973366803857 1
1.0962433103477 1
0.861091477030396 1
0.963871387673277 1
0.915165417951281 1
0.908214381376429 1
1.1116208543667 1
1.05527777824565 1
0.930045455002346 1
0.963994261423783 1
1.01234341718624 1
0.867847223756528 1
0.968362057229062 1
1.04370265171877 1
1.04482237651298 1
0.821120522779486 1
1.07544501724656 1
0.921560387559251 1
0.963255369417622 1
0.942431792131177 1
0.868907697604991 1
1.03435618935701 1
0.911589680383029 1
0.926544969996169 1
0.970041936104727 1
0.963975468493749 1
0.742090588363027 1
1.12276168018368 1
0.841487131998797 1
1.03853891977362 1
1.11975715817266 1
0.952954756660866 1
0.872696544913559 1
1.04460885870693 1
1.10447205466299 1
1.18179467579109 1
0.954079137846567 1
0.970661457566464 1
1.1545734603661 1
1.04810102876165 1
1.0033310647238 1
1.1853584179299 2
1.10481990973442 2
0.970107160378205 2
1.07153006042796 2
1.06779317081536 2
0.877168716542423 2
1.01151572284089 2
1.19258848740763 2
1.00801761866355 2
0.839615571337662 2
1.0775094343594 2
0.88008653847997 2
1.03101062401648 2
0.994132319246012 2
0.893839168717309 2
1.03320242928103 2
0.882865994563836 2
1.20050004459446 2
1.10895034146647 2
1.04664754302903 2
0.93161026270359 2
0.968275126892521 2
0.978866308650875 2
1.01580877350392 2
1.09043283319035 2
1.12435674052583 2
1.06396073071159 2
